astrosci,sex,age,educ,relig,polviews,year
2,2,50,13,4,1,2006
3,1,27,14,2,3,2006
2,2,23,16,4,6,2006
1,2,81,9,1,4,2006
3,1,26,16,6,4,2006
2,1,60,16,2,4,2006
3,2,34,13,3,4,2006
2,2,18,11,1,4,2006
1,2,25,13,2,4,2006
3,2,38,16,1,4,2006
3,1,69,12,1,2,2006
2,2,52,5,1,3,2006
2,1,37,12,2,4,2006
3,2,25,14,2,2,2006
3,2,57,14,1,4,2006
2,1,45,15,2,4,2006
3,1,63,14,1,4,2006
3,2,41,12,4,4,2006
3,2,69,14,2,4,2006
3,2,30,18,2,2,2006
3,2,36,18,2,2,2006
3,1,36,18,NA,3,2006
1,1,29,16,2,2,2006
2,1,52,13,4,1,2006
2,2,35,16,1,5,2006
3,2,46,10,9,NA,2006
3,2,70,12,7,4,2006
2,1,48,12,4,4,2006
3,1,54,16,4,2,2006
2,2,88,12,3,2,2006
3,2,36,18,1,7,2006
3,1,71,16,3,4,2006
3,2,33,17,2,4,2006
3,2,55,9,4,4,2006
3,1,74,12,2,2,2006
1,2,33,10,1,4,2006
3,1,44,10,2,4,2006
3,1,85,13,2,3,2006
3,2,40,17,1,6,2006
3,1,37,19,3,3,2006
2,1,20,14,1,4,2006
3,1,52,15,1,3,2006
2,2,75,17,2,3,2006
3,2,60,18,3,1,2006
3,1,39,20,4,3,2006
2,1,31,17,1,4,2006
3,1,35,17,10,4,2006
2,2,20,12,4,4,2006
3,2,26,18,2,2,2006
3,2,37,11,2,5,2006
3,2,30,16,1,4,2006
3,1,42,16,2,5,2006
3,1,40,13,1,4,2006
3,1,51,14,2,6,2006
3,1,54,16,2,6,2006
2,2,44,14,2,2,2006
3,1,51,16,2,4,2006
3,1,28,16,2,5,2006
3,2,58,16,2,NA,2006
2,2,83,14,2,4,2006
2,2,43,12,2,7,2006
2,2,50,12,2,3,2006
3,2,38,14,10,5,2006
3,2,39,16,2,5,2006
3,2,26,16,2,4,2006
3,1,23,14,2,4,2006
2,2,39,16,4,3,2006
3,2,56,12,1,5,2006
3,1,68,16,3,2,2006
3,2,58,14,2,4,2006
3,1,58,14,2,4,2006
3,1,89,16,2,3,2006
3,2,82,12,2,4,2006
2,2,66,20,2,4,2006
1,2,89,12,1,6,2006
3,1,39,18,1,6,2006
3,2,58,18,2,6,2006
3,2,41,20,1,5,2006
2,2,49,18,2,6,2006
3,2,40,13,2,1,2006
3,2,53,16,3,4,2006
3,1,58,16,2,4,2006
3,2,71,18,4,3,2006
3,2,80,20,1,3,2006
2,2,49,13,5,3,2006
3,2,74,15,2,5,2006
3,1,49,12,6,5,2006
3,2,39,16,1,5,2006
1,1,32,10,4,5,2006
2,1,36,14,2,4,2006
3,2,43,14,2,4,2006
3,1,58,18,4,3,2006
3,2,40,19,1,3,2006
3,1,19,12,1,6,2006
3,1,52,12,4,4,2006
3,1,66,13,2,5,2006
2,2,42,14,1,6,2006
3,2,51,17,1,4,2006
3,1,75,16,1,5,2006
3,1,58,16,1,3,2006
2,2,51,18,1,4,2006
2,2,49,14,1,3,2006
3,2,55,13,1,7,2006
3,1,50,16,4,4,2006
3,2,54,14,3,3,2006
2,1,54,18,4,4,2006
3,1,72,17,10,6,2006
2,1,37,14,2,4,2006
2,2,52,12,1,5,2006
3,2,55,11,1,4,2006
2,1,18,11,2,2,2006
2,1,66,15,4,3,2006
3,2,33,14,1,4,2006
3,2,46,14,1,5,2006
1,2,25,15,2,2,2006
3,1,29,18,2,3,2006
2,2,29,14,2,3,2006
2,1,36,13,2,5,2006
3,1,77,20,4,1,2006
3,2,43,11,1,5,2006
2,2,55,15,11,2,2006
3,1,45,16,1,5,2006
3,2,88,12,1,NA,2006
2,1,44,20,5,1,2006
3,2,46,14,2,6,2006
3,2,26,17,2,2,2006
3,2,38,16,2,3,2006
2,2,63,20,11,1,2006
3,1,55,16,4,4,2006
3,2,26,15,4,2,2006
3,2,62,14,2,2,2006
3,1,22,14,4,4,2006
3,2,32,17,2,3,2006
3,2,20,12,2,2,2006
3,2,59,12,1,6,2006
3,1,36,12,4,4,2006
2,2,34,16,1,4,2006
1,1,37,14,1,6,2006
3,2,28,16,NA,NA,2006
3,2,24,12,1,5,2006
3,2,62,12,2,5,2006
3,1,35,12,4,4,2006
2,1,49,14,1,4,2006
3,1,27,14,3,2,2006
3,2,32,16,1,2,2006
3,1,44,14,1,6,2006
1,2,21,15,3,2,2006
2,2,43,14,1,2,2006
3,2,42,15,2,4,2006
3,2,58,18,1,4,2006
3,1,38,17,4,4,2006
3,2,40,16,1,5,2006
3,2,68,10,1,3,2006
3,1,72,14,2,4,2006
2,2,38,16,2,4,2006
3,2,50,15,2,4,2006
3,1,45,16,2,4,2006
3,2,89,12,1,6,2006
3,1,71,12,1,4,2006
3,2,62,14,1,4,2006
3,2,59,18,4,1,2006
2,1,20,12,2,2,2006
2,2,32,14,2,2,2006
3,2,40,20,1,4,2006
2,2,78,15,2,7,2006
3,1,29,16,2,4,2006
3,2,42,14,1,5,2006
2,2,18,12,2,5,2006
3,1,46,12,1,5,2006
2,2,26,16,1,2,2006
2,2,49,12,2,2,2006
3,2,77,14,1,2,2006
3,2,50,9,1,2,2006
2,1,34,13,4,4,2006
3,2,20,13,4,4,2006
3,1,27,16,1,5,2006
2,1,45,14,1,6,2006
3,2,61,12,1,4,2006
3,2,34,17,2,6,2006
2,2,56,16,4,4,2006
2,2,27,16,1,4,2006
3,1,26,19,7,1,2006
3,2,54,14,2,4,2006
2,2,75,12,1,4,2006
2,2,62,12,1,3,2006
3,1,62,NA,1,4,2006
3,2,53,15,2,1,2006
3,2,38,16,1,2,2006
2,1,36,14,1,5,2006
3,1,50,12,2,6,2006
3,1,48,16,1,4,2006
1,2,40,14,1,4,2006
3,2,30,11,2,4,2006
3,2,55,16,4,2,2006
2,2,27,13,1,6,2006
3,1,55,10,1,4,2006
2,1,72,12,2,4,2006
2,1,55,12,1,1,2006
3,1,62,18,1,3,2006
3,2,63,17,1,2,2006
3,2,46,13,2,4,2006
2,2,54,16,1,2,2006
2,2,36,18,6,2,2006
2,1,21,13,1,3,2006
3,2,28,16,4,1,2006
3,1,32,20,1,3,2006
3,1,36,12,4,4,2006
2,1,59,13,1,2,2006
3,1,62,16,1,4,2006
3,2,49,12,1,5,2006
3,1,29,17,1,4,2006
3,2,41,16,1,4,2006
2,1,60,14,1,6,2006
2,2,26,11,2,6,2006
3,1,51,17,1,5,2006
3,1,60,17,1,5,2006
3,2,52,14,11,5,2006
3,2,19,12,4,2,2006
2,1,21,14,4,4,2006
3,1,42,16,4,4,2006
3,2,33,14,2,5,2006
3,2,54,14,1,6,2006
3,1,53,15,1,5,2006
3,1,42,14,1,6,2006
1,2,40,11,4,4,2006
3,1,54,12,5,2,2006
3,1,47,12,2,5,2006
3,1,47,12,1,6,2006
3,2,24,14,4,3,2006
2,2,48,12,1,6,2006
3,1,50,17,11,5,2006
3,1,44,9,4,7,2006
3,1,60,13,1,4,2006
2,2,34,19,4,1,2006
3,1,48,18,4,1,2006
3,1,50,15,2,4,2006
3,2,39,16,4,1,2006
3,1,49,18,4,1,2006
3,1,47,13,4,1,2006
3,2,55,18,2,3,2006
2,1,36,14,4,2,2006
3,1,48,12,11,1,2006
3,2,35,16,11,4,2006
3,1,50,16,1,4,2006
3,2,55,14,1,2,2006
3,2,40,18,1,4,2006
3,1,69,10,4,3,2006
3,2,21,15,4,3,2006
3,2,82,14,2,6,2006
2,2,61,16,1,2,2006
3,2,51,12,1,4,2006
1,2,60,12,1,4,2006
2,1,41,14,1,4,2006
3,1,49,12,4,4,2006
2,2,60,14,4,4,2006
2,2,18,11,1,4,2006
3,1,35,12,4,4,2006
1,1,22,12,4,6,2006
2,2,60,12,1,5,2006
3,2,33,17,2,5,2006
3,2,66,20,1,3,2006
2,2,80,8,2,4,2006
3,1,51,15,2,3,2006
3,1,22,15,2,3,2006
2,2,20,13,1,4,2006
3,2,42,14,5,4,2006
2,2,35,13,2,4,2006
2,2,59,14,2,5,2006
2,2,60,12,2,4,2006
3,2,48,2,2,4,2006
2,2,60,12,2,5,2006
3,1,64,16,2,5,2006
2,2,85,15,2,6,2006
2,1,48,15,4,2,2006
3,1,46,16,3,4,2006
1,2,29,12,2,6,2006
1,1,51,8,9,3,2006
1,2,31,12,4,4,2006
3,2,30,14,1,2,2006
3,1,43,16,1,6,2006
3,2,39,14,1,1,2006
2,1,48,12,1,4,2006
3,1,52,18,4,3,2006
3,2,26,14,1,4,2006
2,1,21,14,1,3,2006
2,1,42,11,4,4,2006
3,1,61,13,1,5,2006
3,2,19,10,1,2,2006
2,2,25,11,1,3,2006
3,2,56,14,1,4,2006
2,2,42,2,1,4,2006
3,2,46,18,1,4,2006
3,2,50,10,2,2,2006
1,1,25,10,5,4,2006
3,2,45,11,2,4,2006
3,2,49,11,1,6,2006
3,2,25,12,1,4,2006
2,2,36,13,1,2,2006
1,1,18,11,4,NA,2006
2,2,67,15,1,6,2006
3,2,30,11,1,4,2006
2,2,58,20,1,4,2006
3,2,37,12,1,5,2006
2,2,77,12,4,5,2006
3,1,21,14,4,2,2006
2,1,37,10,2,1,2006
2,1,23,17,2,3,2006
2,2,50,16,2,2,2006
3,2,44,15,2,4,2006
3,2,24,16,1,4,2006
3,2,27,2,1,5,2006
3,2,45,13,1,5,2006
3,2,46,13,1,5,2006
3,1,58,14,2,3,2006
2,1,28,10,4,5,2006
2,2,20,12,1,5,2006
1,2,43,12,1,6,2006
3,2,48,9,1,5,2006
3,1,56,15,1,4,2006
3,1,38,14,4,4,2006
3,2,50,16,1,5,2006
3,1,30,16,1,5,2006
3,2,44,14,1,6,2006
1,2,35,11,1,3,2006
2,2,58,12,1,4,2006
3,1,25,14,4,4,2006
2,1,48,14,1,5,2006
3,2,62,14,1,6,2006
2,2,70,9,1,NA,2006
3,1,20,12,4,4,2006
2,1,70,7,1,5,2006
2,2,61,13,1,5,2006
3,1,77,16,1,5,2006
3,2,54,18,1,6,2006
3,2,23,15,6,4,2006
3,1,33,12,4,4,2006
3,1,30,14,NA,1,2006
3,2,40,12,2,6,2006
3,2,74,14,1,6,2006
3,2,39,15,1,5,2006
3,1,35,18,1,3,2006
3,2,54,13,1,5,2006
3,2,55,14,1,2,2006
3,1,41,15,4,4,2006
3,2,25,13,11,4,2006
2,2,47,13,1,4,2006
3,2,39,14,1,4,2006
2,2,43,9,2,7,2006
3,2,53,14,1,4,2006
3,2,37,14,1,4,2006
1,2,50,16,2,3,2006
2,2,41,14,1,6,2006
3,1,34,18,1,4,2006
3,2,33,12,4,4,2006
2,2,43,16,4,3,2006
3,2,33,16,1,4,2006
3,2,85,6,1,4,2006
3,2,30,12,1,3,2006
3,1,55,14,1,4,2006
2,1,42,12,2,4,2006
2,2,46,18,2,4,2006
3,2,32,19,1,6,2006
3,2,79,7,1,5,2006
3,1,36,16,1,2,2006
3,2,29,14,3,2,2006
3,1,42,18,4,3,2006
3,2,30,18,4,4,2006
2,1,48,16,4,4,2006
3,2,30,18,4,2,2006
3,2,40,17,1,7,2006
3,1,44,16,1,6,2006
3,2,52,16,2,4,2006
3,2,19,12,11,3,2006
3,2,41,16,1,4,2006
3,1,44,14,1,5,2006
3,2,56,14,4,2,2006
3,1,43,16,1,6,2006
3,2,52,16,1,7,2006
3,2,74,17,1,4,2006
2,2,59,12,2,5,2006
3,1,49,12,1,4,2006
3,1,24,12,2,3,2006
3,1,77,16,2,4,2006
3,2,35,16,3,6,2006
3,2,39,20,2,4,2006
3,1,54,14,2,2,2006
3,1,70,8,1,4,2006
2,1,55,14,1,6,2006
3,2,46,15,1,7,2006
2,2,22,14,4,1,2006
3,2,43,14,1,2,2006
1,2,41,15,1,1,2006
2,2,29,10,1,5,2006
3,1,36,14,1,5,2006
3,1,52,18,2,5,2006
3,2,41,19,8,5,2006
2,2,66,12,1,NA,2006
2,1,52,14,2,4,2006
2,2,32,12,1,NA,2006
3,1,37,19,1,4,2006
3,2,35,18,2,2,2006
3,2,27,18,4,1,2006
3,1,83,12,2,5,2006
3,2,44,16,2,4,2006
3,1,66,16,2,3,2006
3,2,42,16,2,4,2006
3,1,68,16,1,6,2006
2,1,50,16,1,6,2006
3,1,62,16,2,3,2006
3,1,45,13,4,4,2006
3,1,69,18,2,3,2006
3,2,88,16,3,3,2006
2,2,70,12,3,2,2006
2,2,57,13,3,4,2006
3,2,79,11,2,2,2006
3,2,45,12,1,6,2006
3,2,45,18,1,4,2006
3,2,61,12,2,4,2006
2,2,58,17,4,2,2006
3,2,37,13,3,2,2006
3,2,74,14,1,7,2006
2,2,59,12,1,4,2006
3,1,21,12,4,5,2006
3,2,31,17,2,6,2006
3,2,51,12,2,4,2006
3,2,44,16,1,4,2006
3,1,34,12,1,6,2006
3,2,78,14,1,4,2006
1,1,34,17,7,4,2006
3,1,40,16,4,3,2006
3,1,24,16,1,4,2006
3,2,52,14,1,4,2006
3,2,24,16,1,6,2006
2,1,23,11,1,2,2006
2,1,48,16,1,4,2006
3,2,36,12,13,5,2006
2,2,47,14,4,4,2006
2,2,63,12,4,4,2006
2,1,55,12,1,4,2006
3,1,49,19,1,5,2006
3,1,54,16,3,4,2006
3,2,50,14,1,4,2006
3,1,31,16,2,2,2006
3,1,51,16,4,4,2006
3,2,23,16,1,3,2006
3,1,43,15,3,4,2006
2,2,58,14,1,4,2006
3,2,44,12,1,5,2006
3,2,25,11,1,4,2006
2,2,36,11,1,4,2006
3,2,50,15,4,1,2006
3,2,33,12,1,4,2006
3,1,57,12,4,6,2006
3,1,57,16,2,5,2006
1,2,69,13,2,6,2006
2,2,54,13,11,2,2006
2,1,31,12,11,4,2006
3,2,54,12,1,6,2006
3,2,80,14,2,4,2006
3,2,59,14,2,4,2006
3,2,39,16,2,4,2006
3,2,44,12,1,7,2006
3,2,52,18,1,4,2006
2,1,41,8,11,6,2006
3,1,62,10,1,5,2006
3,2,84,2,1,4,2006
3,1,50,19,1,6,2006
3,2,44,18,1,5,2006
3,2,31,19,7,NA,2006
3,1,37,20,4,2,2006
2,1,89,12,4,4,2006
3,1,42,20,4,4,2006
3,1,42,16,1,5,2006
3,2,30,18,4,5,2006
3,2,47,14,1,3,2006
3,2,38,16,1,4,2006
3,2,42,12,1,6,2006
3,1,43,13,1,6,2006
2,2,56,16,3,3,2006
2,1,46,12,2,4,2006
3,2,55,14,2,4,2006
3,1,85,16,1,3,2006
2,2,80,12,1,4,2006
2,2,46,15,1,4,2006
3,1,86,9,2,4,2006
3,2,22,15,1,4,2006
3,2,67,12,2,4,2006
3,1,58,14,1,3,2006
3,2,57,15,1,4,2006
3,2,69,12,2,4,2006
3,1,48,13,1,2,2006
3,2,66,18,2,4,2006
3,2,21,16,1,5,2006
3,2,38,12,2,4,2006
3,2,23,12,1,4,2006
3,1,50,14,1,6,2006
3,2,27,13,1,6,2006
2,1,72,11,1,4,2006
3,2,39,16,1,3,2006
3,2,63,12,1,6,2006
3,2,53,15,1,4,2006
2,2,28,9,1,4,2006
3,2,24,16,1,6,2006
2,2,84,12,3,2,2006
3,2,51,17,1,7,2006
3,1,26,16,1,5,2006
3,1,27,16,1,3,2006
3,2,34,14,1,2,2006
2,2,20,14,1,4,2006
3,1,39,16,1,5,2006
3,1,30,13,1,5,2006
3,1,49,12,4,3,2006
3,2,46,12,1,7,2006
1,1,47,12,1,4,2006
3,2,79,13,1,2,2006
3,1,62,13,1,5,2006
3,1,52,12,1,4,2006
3,1,35,12,1,6,2006
3,2,33,14,1,5,2006
3,2,51,12,1,4,2006
3,1,34,14,1,6,2006
3,2,39,14,1,4,2006
3,2,49,12,2,4,2006
3,2,20,12,4,4,2006
3,2,38,16,2,6,2006
2,1,25,17,1,3,2006
3,1,55,14,1,4,2006
3,1,35,12,12,3,2006
3,1,72,13,1,4,2006
3,1,46,18,4,4,2006
3,1,43,18,1,6,2006
2,1,58,13,1,3,2006
3,2,48,15,1,NA,2006
3,2,62,18,1,6,2006
3,1,72,20,1,6,2006
3,2,87,16,1,5,2006
3,2,56,15,1,4,2006
2,1,37,17,1,6,2006
3,1,68,16,2,6,2006
3,1,30,16,4,3,2006
3,2,37,15,4,2,2006
3,1,27,17,4,2,2006
3,1,33,14,1,NA,2006
2,1,48,11,2,4,2006
3,2,26,19,1,6,2006
3,1,46,16,1,4,2006
3,1,20,12,2,4,2006
3,1,86,16,2,1,2006
3,1,45,18,1,1,2006
3,2,78,15,1,6,2006
3,2,82,14,3,3,2006
3,1,51,18,3,4,2006
3,1,59,19,4,3,2006
3,2,76,20,3,3,2006
3,1,39,17,2,5,2006
3,1,53,12,2,2,2006
2,2,49,14,1,4,2006
1,1,33,14,1,5,2006
3,2,24,18,2,4,2006
3,2,36,15,1,7,2006
3,2,23,16,1,3,2006
2,2,55,12,1,5,2006
3,2,49,16,1,2,2006
3,1,61,12,1,4,2006
2,2,34,17,5,1,2006
3,1,35,17,4,2,2006
2,2,50,16,1,4,2006
2,2,34,16,4,4,2006
3,1,53,15,1,4,2006
3,2,40,14,1,4,2006
2,1,33,11,1,4,2006
3,1,54,13,1,4,2006
3,1,28,19,1,3,2006
3,1,57,16,11,6,2006
2,2,37,10,4,4,2006
3,1,26,10,2,6,2006
1,1,39,12,4,6,2006
3,1,19,12,4,5,2006
3,1,34,18,4,2,2006
3,2,44,12,1,4,2006
2,2,39,12,4,1,2006
3,1,86,18,1,2,2006
3,1,29,18,4,4,2006
3,2,83,13,2,4,2006
3,2,49,17,4,3,2006
3,1,46,12,11,6,2006
3,2,65,20,1,2,2006
3,1,65,16,4,5,2006
2,1,80,16,1,6,2006
3,1,58,20,4,3,2006
3,1,64,12,1,4,2006
3,2,40,13,1,2,2006
3,2,59,14,1,5,2006
3,1,50,12,4,4,2006
3,1,19,12,1,1,2006
3,2,36,14,1,4,2006
3,2,20,12,2,5,2006
3,1,35,14,4,3,2006
3,2,62,12,1,7,2006
3,1,48,12,1,5,2006
3,2,49,16,2,3,2006
3,2,42,16,1,5,2006
3,1,27,16,2,4,2006
2,2,40,13,2,4,2006
2,2,82,14,13,4,2006
2,2,74,9,1,4,2006
2,2,57,11,1,3,2006
3,2,53,12,2,5,2006
3,1,59,15,2,5,2006
2,2,50,12,2,4,2006
1,2,49,12,2,2,2006
3,1,44,13,1,4,2006
3,2,74,12,1,4,2006
2,2,54,12,1,4,2006
3,2,52,12,2,2,2006
2,2,49,15,1,3,2006
1,1,36,12,1,6,2006
3,1,38,15,1,6,2006
2,2,38,12,2,4,2006
3,2,78,12,4,4,2006
3,1,53,18,1,3,2006
3,2,59,15,1,2,2006
1,1,52,12,4,4,2006
1,2,52,16,1,3,2006
3,1,64,16,1,6,2006
3,1,42,16,2,6,2006
1,2,64,10,1,4,2006
3,1,56,11,2,3,2006
3,1,79,13,1,3,2006
3,1,54,12,2,2,2006
2,2,76,13,1,4,2006
3,2,29,12,1,4,2006
3,1,42,12,4,2,2006
3,2,44,11,1,NA,2006
3,1,56,13,1,5,2006
3,2,82,13,1,5,2006
3,2,65,16,2,5,2006
3,2,71,12,1,2,2006
3,2,53,14,3,1,2006
3,2,73,15,3,2,2006
3,2,19,13,3,3,2006
3,2,61,15,2,5,2006
3,1,29,2,1,2,2006
2,2,65,12,2,4,2006
3,2,35,2,1,2,2006
3,2,45,14,11,4,2006
2,1,88,11,2,4,2006
2,2,26,17,2,2,2006
2,1,41,12,1,4,2006
3,1,33,16,2,4,2006
3,1,48,16,2,4,2006
3,1,25,16,4,3,2006
3,1,42,16,2,5,2006
3,2,24,16,2,5,2006
2,2,52,13,2,3,2006
3,1,42,18,2,5,2006
2,1,62,14,2,6,2006
3,1,34,10,11,3,2006
3,1,30,18,4,3,2006
2,2,23,9,4,4,2006
3,1,50,12,2,6,2006
2,2,35,12,1,4,2006
3,1,33,12,4,2,2006
3,1,21,15,4,4,2006
3,1,77,12,2,6,2006
3,2,70,12,2,4,2006
3,1,69,17,2,4,2006
1,2,27,11,4,5,2006
2,2,30,12,4,4,2006
2,1,89,6,4,6,2006
3,2,37,7,1,4,2006
3,2,68,14,2,3,2006
3,2,83,12,2,2,2006
3,2,61,18,2,4,2006
3,2,72,12,1,4,2006
3,2,53,13,1,5,2006
3,2,58,19,1,4,2006
2,2,35,12,1,5,2006
3,2,82,12,2,4,2006
3,2,77,13,2,5,2006
3,1,85,12,2,3,2006
3,1,23,14,4,1,2006
3,2,78,14,1,6,2006
2,2,21,15,4,5,2006
2,2,36,17,2,4,2006
1,2,35,12,4,6,2006
1,2,39,14,1,6,2006
3,1,44,14,1,3,2006
3,1,52,16,2,3,2006
2,2,25,17,2,4,2006
3,2,25,18,4,2,2006
3,2,33,14,11,6,2006
3,1,42,9,4,NA,2006
3,2,52,13,1,6,2006
2,2,32,13,4,4,2006
3,1,49,16,1,4,2006
3,1,35,15,4,4,2006
2,2,43,14,2,2,2006
3,2,42,16,1,3,2006
3,2,76,13,2,6,2006
3,1,52,13,4,5,2006
2,2,60,12,1,7,2006
3,2,43,12,2,4,2006
3,2,74,12,1,4,2006
3,2,49,18,2,2,2006
3,1,28,14,2,4,2006
3,2,79,10,4,5,2006
3,1,42,13,4,4,2006
2,2,34,12,1,4,2006
3,2,22,12,2,1,2006
3,1,32,13,1,6,2006
3,2,55,15,1,7,2006
2,1,60,16,4,4,2006
3,2,69,14,2,4,2006
2,2,80,12,2,2,2006
3,2,85,10,1,2,2006
3,2,18,11,1,4,2006
2,2,86,12,1,4,2006
3,2,41,12,2,4,2006
3,1,60,17,1,5,2006
2,1,75,7,1,4,2006
2,2,62,12,2,6,2006
1,1,84,11,2,5,2006
3,2,39,19,2,4,2006
3,2,66,12,1,4,2006
3,1,50,15,4,6,2006
3,1,81,19,2,5,2006
3,1,77,12,2,4,2006
3,1,50,17,4,2,2006
2,2,78,11,2,6,2006
3,2,25,14,2,4,2006
3,1,50,20,1,4,2006
2,2,20,14,1,4,2006
3,1,46,12,1,5,2006
2,2,72,8,2,4,2006
2,2,24,12,6,1,2006
3,1,69,16,4,2,2006
3,2,31,16,2,5,2006
2,1,41,6,1,2,2006
3,2,51,14,2,6,2006
2,1,28,11,1,5,2006
3,1,55,18,4,7,2006
3,1,23,13,4,5,2006
3,1,43,12,4,5,2006
3,2,64,14,2,4,2006
3,2,36,12,4,4,2006
3,2,27,11,1,6,2006
3,1,67,16,1,4,2006
3,1,75,18,2,4,2006
3,1,31,16,4,2,2006
2,2,22,12,1,6,2006
3,2,65,12,1,6,2006
3,1,39,14,4,5,2006
2,2,19,13,2,4,2006
2,2,47,12,1,4,2006
3,2,29,16,1,6,2006
2,2,43,16,4,NA,2006
3,1,19,12,2,4,2006
2,2,28,16,1,5,2006
2,2,48,14,1,4,2006
2,2,65,9,2,2,2006
3,2,47,14,1,4,2006
3,2,57,12,2,2,2006
3,2,40,18,2,3,2006
3,2,52,12,1,6,2006
3,2,33,15,2,4,2006
2,2,41,12,1,4,2006
2,1,35,12,1,4,2006
2,1,48,12,5,4,2006
3,2,38,13,2,6,2006
2,2,37,15,4,2,2006
3,1,75,19,1,2,2006
3,1,58,12,4,6,2006
3,2,46,16,2,6,2006
2,1,58,12,4,4,2006
2,2,43,12,2,4,2006
3,2,67,16,1,2,2006
2,2,64,12,2,4,2006
2,2,26,15,1,4,2006
3,2,39,14,1,4,2006
2,2,49,0,2,NA,2006
3,2,65,12,4,3,2006
3,1,27,12,4,2,2006
3,2,22,12,2,4,2006
2,2,26,9,2,4,2006
2,1,44,11,2,4,2006
3,1,71,14,4,2,2006
2,2,81,8,2,6,2006
2,1,28,10,1,6,2006
3,2,41,14,2,4,2006
3,1,29,13,4,4,2006
3,2,89,10,1,6,2006
3,1,47,14,1,4,2006
3,1,30,18,2,6,2006
3,1,31,18,4,2,2006
3,2,69,12,2,7,2006
3,2,46,16,2,6,2006
3,2,60,14,1,6,2006
3,1,57,17,2,6,2006
2,2,53,13,1,4,2006
2,2,52,14,1,2,2006
2,2,49,12,1,4,2006
2,1,24,13,1,5,2006
3,1,36,20,3,2,2006
3,1,35,16,1,6,2006
2,2,31,16,1,6,2006
2,1,79,13,2,4,2006
3,1,87,15,1,3,2006
2,1,51,12,1,7,2006
2,2,27,17,1,5,2006
3,2,31,12,2,5,2006
2,2,35,12,1,3,2006
3,2,45,16,1,5,2006
3,1,45,17,2,6,2006
3,2,54,15,4,3,2006
3,2,50,12,4,4,2006
2,1,28,12,1,4,2006
3,1,25,13,4,2,2006
3,2,36,20,4,4,2006
3,1,54,12,1,3,2006
3,1,69,19,1,2,2006
3,2,59,16,1,6,2006
2,2,27,12,1,4,2006
3,2,39,20,9,4,2006
3,1,28,16,2,5,2006
3,2,82,8,1,3,2006
3,2,43,16,1,4,2006
2,2,83,16,2,5,2006
2,2,60,12,2,6,2006
3,1,47,12,1,4,2006
3,1,47,16,1,6,2006
3,1,45,16,1,5,2006
3,2,71,12,1,4,2006
3,1,78,12,1,6,2006
3,1,34,13,1,5,2006
3,2,56,19,1,4,2006
3,1,30,14,1,4,2006
3,2,30,16,1,4,2006
2,1,36,13,1,4,2006
2,1,56,12,1,3,2006
3,2,46,15,1,5,2006
3,1,30,16,1,6,2006
3,1,66,11,1,6,2006
3,2,19,12,1,3,2006
3,2,43,16,1,6,2006
3,2,33,16,2,6,2006
3,2,72,13,1,5,2006
3,1,22,12,2,4,2006
2,2,71,10,1,4,2006
3,2,57,16,1,6,2006
3,2,76,13,1,6,2006
3,2,30,16,2,5,2006
3,2,33,16,1,4,2006
3,2,47,16,2,2,2006
3,1,23,13,4,5,2006
2,2,23,15,4,3,2006
3,1,27,13,1,3,2006
3,1,52,10,4,2,2006
3,2,61,18,1,4,2006
3,1,28,13,2,7,2006
2,1,38,8,4,NA,2006
3,1,36,13,1,5,2006
2,1,63,20,7,3,2006
3,2,54,18,1,2,2006
3,2,52,12,1,6,2006
3,2,36,14,1,4,2006
3,1,44,16,5,4,2006
3,1,26,14,4,2,2006
3,2,53,12,2,4,2006
3,2,18,11,1,2,2006
3,2,27,18,2,3,2006
3,1,44,16,2,6,2006
2,2,44,12,2,4,2006
2,1,33,10,1,2,2006
3,1,35,16,2,6,2006
2,1,44,12,4,3,2006
2,1,45,13,1,4,2006
3,2,25,19,4,5,2006
3,1,45,18,4,3,2006
2,1,25,14,1,2,2006
3,1,23,15,2,3,2006
2,1,39,13,1,3,2006
3,1,27,12,5,4,2006
2,2,47,15,2,6,2006
3,1,30,11,2,4,2006
2,1,25,16,1,4,2006
3,1,32,12,5,4,2006
3,1,39,19,6,2,2006
3,2,26,16,1,3,2006
3,1,48,20,1,6,2006
3,2,39,16,4,2,2006
3,1,33,16,1,5,2006
3,2,86,13,1,4,2006
2,2,46,14,1,4,2006
2,2,72,14,2,4,2006
2,1,26,11,1,5,2006
3,1,26,18,13,2,2006
2,2,31,12,1,1,2006
2,2,24,14,1,NA,2006
2,2,34,14,1,NA,2006
3,2,53,15,1,4,2006
3,2,25,16,4,3,2006
3,1,45,13,1,1,2006
3,2,42,17,1,4,2006
3,2,57,18,1,6,2006
3,1,43,16,1,6,2006
3,2,36,13,1,7,2006
3,2,49,13,1,5,2006
2,2,80,12,1,4,2006
3,1,60,16,1,3,2006
3,1,56,16,1,4,2006
3,2,71,17,1,6,2006
2,1,38,14,4,4,2006
3,2,81,16,1,3,2006
3,2,25,16,1,6,2006
3,1,55,18,1,4,2006
3,2,21,15,2,2,2006
3,1,34,15,4,3,2006
3,1,25,13,1,2,2006
3,2,21,15,2,3,2006
2,1,31,20,4,2,2006
3,2,34,14,1,4,2006
1,2,26,15,1,4,2006
2,2,42,11,1,4,2006
3,1,35,15,1,4,2006
3,1,26,18,1,4,2006
3,2,22,15,1,5,2006
2,1,35,13,2,2,2006
3,2,33,14,1,4,2006
3,2,32,14,1,4,2006
